Information_Score,Phrase,Newspaper
-0.00012833207590613646,environment,Louisiana College
-0.00013538415305032036,environment,Washington State University
-8.727078299453249e-05,environment,Virginia Commonwealth University
-9.240278329458951e-05,environment,Columbia College Chicago
-3.201104863720719e-05,environment,University of Southern Indiana
-5.002856319581131e-05,environment,West Virginia University
-0.00030225594541615554,environment,University of Washington
-8.327845370955328e-05,environment,University of Kansas
-4.130832708022829e-06,environment,University of Oklahoma
-0.0002632638880705746,environment,University of Minnesota Twin Cities
-3.5180177329858526e-05,environment,University of Colorado Boulder
-9.148812169273833e-05,environment,Stanford University
-5.499219948814872e-05,environment,Occidental College
-0.0002469209309689872,environment,"University of Tennessee, Knoxville"
-0.00010183436271430824,environment,James Madison University
-9.127689679336756e-05,environment,CSU Sacramento
-8.968688741397054e-05,environment,Florida International University
3.7827173049378425e-05,environment,University of Texas Austin
-0.00011922918214337904,environment,University of Massachusetts Amherst
-5.207061213416304e-05,environment,University of California San Diego
-1.4362667556283921e-05,environment,Eastern Washington University
9.034500267867377e-05,environment,Seattle University
-5.412706397240207e-05,environment,CSU Chico
8.956452751100516e-05,environment,Capital University
-0.0002101754008069738,environment,University of Pittsburgh
-0.0002587898437098033,environment,University of Michigan
-1.500054170438784e-06,environment,Montana State University Bozeman
1.779228864548152e-05,environment,Ithaca College
0.003374635339790758,environment,University of Connecticut
-0.00014036893408202533,environment,University of Iowa
-0.00010963729012964487,environment,CSU Fullerton
2.2742201359472008e-05,environment,Muhlenberg College
-3.084367162239351e-05,environment,Florida Atlantic University
-5.557240142633792e-05,environment,Texas A & M University
-3.611570129494939e-05,environment,Macalester College
-1.4050708481244264e-05,environment,Gannon University
-1.5577185722928986e-05,environment,Simpson College
-2.9757387101678237e-05,environment,Claremont Colleges - Claremont McKenna
-3.452145468394512e-05,environment,University of North Carolina Charlotte
-5.2024233035777316e-05,environment,Northeastern University
-2.7414185124335426e-05,environment,Marshall University
-0.00014022045469875465,environment,University of Oregon
7.573530177146332e-05,environment,Trinity University
-5.33306340401615e-05,environment,Villanova University
-2.902349490255465e-05,environment,University of California Riverside
-1.7617112263582458e-05,environment,Emerson College
-9.35099927952386e-05,environment,University of Alabama
-7.177745217978456e-06,environment,Grand Valley State University
-4.735889245417556e-05,environment,Mississippi State University
-2.3840654473622156e-05,environment,Drake University
-7.959293222850924e-06,environment,Simmons University
-4.6601384536790475e-05,environment,University of Montana
-2.940360807086856e-05,environment,Grinnell College
4.7959244191534634e-05,environment,Amherst College
-8.154306440364492e-05,environment,"University of Nebraska, Omaha"
-5.5518969139702184e-05,environment,University of Cincinnati
-4.041613261352013e-05,environment,Southern Methodist University
-2.5847331822988434e-05,environment,Keene State College
-3.0357018313730623e-05,environment,College of William and Mary
-3.7493792958863666e-05,environment,Emporia State University
0.0005813480747379935,environment,Oberlin College
-3.7935107924048084e-05,environment,University of Mary Washington
-2.5446169804538462e-05,environment,North Carolina State University
-0.00011078927065547606,environment,Virginia Polytechnic Institute
-6.249172059642507e-05,environment,Portland State University
-2.3465416251926143e-05,environment,Southern Illinois University Edwardsville
-1.2944431455297823e-05,environment,Allegheny College
-3.704369503223795e-05,environment,Georgia State University
-6.612494841280881e-05,environment,Swarthmore College
0.00024124055269397377,environment,St. Olaf College
-4.785163478652298e-06,environment,Central Connecticut State University
-7.830292513773383e-05,environment,Santa Rosa Junior College
-2.2148899795434893e-05,environment,Carleton College
-2.3635977290636905e-05,environment,Linfield University
-4.947889709146829e-05,environment,Colgate University
6.5039023461668735e-06,environment,Bucknell University
-2.9645367142608892e-05,environment,"University of Wisconsin, Oshkosh"
-0.0001192032723681108,environment,Indiana University of Pennsylvania
0.0001485287654946285,environment,University of the South
0.0007543620885389553,environment,Calvin College
-1.909747351733767e-05,environment,Clemson University
-1.3683157798206757e-05,environment,CSU Sonoma
8.133019056146413e-05,environment,Georgia College
-2.758749382190077e-05,environment,Wake Forest University
1.6259755865417184e-06,environment,Anne Arundel Community College
-1.699207773261631e-05,environment,Vanderbilt University
0.00022349424690421105,environment,University of North Carolina Asheville
2.0126038189428363e-06,environment,Williams College
7.187767131441744e-06,environment,University of Texas Dallas
-2.2583849245699114e-05,environment,Central Washington University
6.85441539099808e-05,environment,University of Tennessee at Chattanooga
-8.366811894298108e-06,environment,California Lutheran University
-1.8320921694817288e-05,environment,University of Maine
2.552831176205693e-05,environment,Willamette University
6.551760758979392e-05,environment,Marist College
-3.726986366061086e-05,environment,Appalachian State University
1.2764155881028465e-05,environment,Augsburg University
-7.121542843295505e-06,environment,CSU San Marcos
6.5162232203773374e-06,environment,New Mexico State University
-7.121542843295505e-06,environment,Grossmont Community College
3.180390773797732e-05,environment,West Chester University
2.552831176205693e-05,environment,Howard University
-1.3381472040912077e-05,environment,Lewis and Clark College
-1.8589212254543498e-05,environment,Xavier University
-5.439367589379494e-05,environment,"California State Polytechnic University, Humboldt"
6.85441539099808e-05,environment,CUNY College of Staten Island
-2.8928133605971018e-05,environment,Orange Coast College
7.878366022473078e-06,environment,Chapman University
-9.160460847408644e-06,environment,"University of Wisconsin, La Crosse"
-1.8604001418197225e-06,environment,CUNY Queens College
9.731205557979931e-05,environment,University of the Pacific
-0.007124175453605914,art,"California Polytechnic State University, SLO"
-0.00047344447118248024,art,Emory University
-0.0009222408225314924,art,University of Georgia
0.0006997703136206481,art,University of Hawaii Manoa
-0.00032684914046452883,art,Suffolk University
0.0008061812066153906,art,University of Utah
-0.004271100457877283,art,Pennsylvania State University
0.0017113108706822925,art,University of Notre Dame
-0.001589054187046544,art,University of California Santa Cruz
0.00045862712578493295,art,Creighton University
0.0010367386990760565,art,East Carolina University
6.444408736428487e-05,art,"University of Nebraska, Lincoln"
0.0015003263539096307,art,University of North Florida
0.00011918278099634718,art,Georgetown University
-2.98320114505926e-05,art,San Francisco State University
-0.000600225640957794,art,Tulane University
-6.243845383424093e-05,art,Texas Christian University
0.0006149797426802766,art,Eastern Illinois University
5.186307387888476e-05,art,University of Massachusetts Boston
0.004845412121335742,art,Oregon State University
0.0009065223664353242,art,Santa Clara University
0.0004666227237765782,art,New York University
0.00043415970976801247,art,SUNY Stony Brook
9.370057175942743e-05,art,Westfield State University
7.480396093844855e-05,art,University of Chicago
-0.0009370774112660806,art,University of Illinois Urbana Champaign
0.0005205081019982296,art,Biola University
-6.885902932809167e-05,art,Augustana College
0.0008549665067592458,art,University of California Irvine
0.0009221110551270144,art,Hofstra University
6.503078519442901e-05,art,Florida Gulf Coast University
-0.000545322484982852,art,"University of Wisconsin, Madison"
-0.004697353731770434,art,Northern Illinois University
-0.0007100682923075752,art,University of Texas San Antonio
0.0009966072577950195,art,Marquette University
0.0002577353833060555,art,University of Miami
0.0012033561076199783,art,University of Texas Arlington
-0.0005255861981701287,art,University of California Davis
-5.240912488505421e-05,art,SUNY Oneonta
0.0012045568669931343,art,Purdue University
-0.0002203801688036993,art,University of Rochester
-0.00040773193584978763,art,St. Louis University
0.0017444596343139146,art,Boston College
-0.0006811906938206454,art,DePaul University
-0.0006292609669124696,art,San Diego State University
0.00018691806795996,art,Oklahoma State University
0.00011197024741588367,art,CSU Fresno
-0.0007059280333999112,art,University of California Santa Barbara
0.0003416011920993565,art,St. Edward's University
-8.933718107060136e-05,art,University of New Hampshire
-0.0013128539870363612,art,Louisiana College
-0.000892569366017938,art,Washington State University
0.00013246270271630257,art,Missouri State University
0.00041608588317090404,art,Virginia Commonwealth University
0.0019351699254679946,art,Columbia College Chicago
-0.0004592447070700169,art,University of Southern Indiana
-2.2064861126720855e-06,art,West Virginia University
5.375278574491334e-05,art,John Carroll University
0.009854364067531766,art,University of Washington
0.0009373431819756048,art,University of Kansas
-0.0003608843185878269,art,University of Oklahoma
-0.0002092959866178183,art,University of Minnesota Twin Cities
0.0001385906284453227,art,University of Colorado Boulder
0.004723556017910186,art,Stanford University
0.00044473504152908895,art,Occidental College
0.0001321649824821339,art,"University of Tennessee, Knoxville"
0.0007467656626790861,art,James Madison University
-0.00039911553282463957,art,CSU Sacramento
-0.0008590824697892146,art,Florida International University
6.484443375468227e-05,art,University of Texas Austin
0.0003947477569716706,art,University of Massachusetts Amherst
4.323292139849338e-05,art,Hobart and William Smith Colleges
0.0007333436461566804,art,University of California San Diego
0.0003761928208767921,art,Eastern Washington University
0.00019297415125586647,art,Seattle University
-0.0007876271819386971,art,CSU Chico
-1.758083569710196e-05,art,Capital University
0.0002450407251661781,art,SUNY Geneseo
-0.002567030226795759,art,University of Pittsburgh
0.0006124966183572375,art,University of Michigan
1.0042996937854774e-05,art,Fullerton College
0.0002157575147297878,art,Montana State University Bozeman
-4.359280225983507e-05,art,Ithaca College
4.6850285879713715e-05,art,Drew University
-0.0009297383947485311,art,University of Connecticut
-0.0007318077078815574,art,University of Iowa
0.00019766001845737287,art,DePauw University
-0.0001081203039828905,art,Los Angeles Valley College
-0.0005009915983286542,art,Rowan University
7.973669592679317e-05,art,Bowdoin College
0.000156096787632592,art,CSU Fullerton
0.0001583842437637861,art,University of North Carolina Greensboro
8.856275294187692e-05,art,Muhlenberg College
0.0003442387070490933,art,Florida Atlantic University
1.506449540678216e-05,art,Regis University
2.4163130381414428e-05,art,New Jersey Institute of Technology
0.00035693010201146583,art,Texas A & M University
-0.0004001899167413991,art,Quinnipiac University
0.00042637393405522365,art,Macalester College
0.0006927529601933877,art,Gannon University
-0.00021178407468093498,art,Simpson College
-0.00010000027084583636,art,Ohio University
0.0003354914329790529,art,University of North Alabama
0.0002186106809918722,art,Claremont Colleges - Claremont McKenna
0.00034837229742298734,art,Moorpark College
-9.889955853951587e-05,art,University of North Carolina Charlotte
-0.0003837198135785378,art,Northeastern University
2.3617318479174755e-05,art,Bates College
-1.5511301890443736e-05,art,Marshall University
0.00015832393911894906,art,University of Oregon
9.754617779164353e-05,art,Trinity University
-0.00046841681729805956,art,Villanova University
0.000202589139017133,art,University of California Riverside
0.00014947079412496917,art,Emerson College
-0.0004392201531567961,art,University of Alabama
6.312599885276717e-05,art,Grand Valley State University
0.00010933535015495089,art,University of North Texas
0.00034106058755856015,art,Mississippi State University
0.0001229551467250183,art,Drake University
7.942310837381563e-05,art,Simmons University
0.0001402099851892267,art,University of Montana
0.00045506699934703054,art,Grinnell College
-0.00023316411908665986,art,Amherst College
-0.0010784450871265303,art,"University of Nebraska, Omaha"
-0.0004786734323709684,art,University of Cincinnati
0.0001064221584717059,art,Southern Methodist University
-3.119413401111987e-05,art,Morgan State University
0.0003080204249852511,art,University of Akron
-0.0001197893240635418,art,Keene State College
0.0011801360940882145,art,College of William and Mary
0.0001932686818828187,art,Emporia State University
0.0006340031405160016,art,University of Hartford
-0.00019955776641231978,art,Oberlin College
-0.00016959945728180857,art,Texas State University
3.4417325828402466e-05,art,University of Mary Washington
0.0004508164829054576,art,North Carolina State University
-1.591640371736957e-05,art,El Camino College
0.0002466506223027382,art,Virginia Polytechnic Institute
-4.625690870895327e-06,art,Portland State University
-0.000429275325864416,art,Southern Illinois University Edwardsville
0.00034820174516391795,art,Allegheny College
-0.00041130346675738314,art,Georgia State University
3.1506780883401215e-05,art,CSU Stanislaus
-3.392886122820781e-05,art,Bradley University
0.0002575380324194677,art,Fordham University
0.0037878441427514754,art,Swarthmore College
0.0002561623684759098,art,St. Olaf College
0.00018590156201352153,art,Central Connecticut State University
-8.263050139646954e-05,art,Long Island University
0.00016132294755370318,art,Loyola University Maryland
0.00016226649679810804,art,Santa Rosa Junior College
0.0002635488205412846,art,Carleton College
-0.00030648445118170494,art,Linfield University
1.729316855939735e-05,art,University of Massachusetts Dartmouth
0.0001064221584717059,art,Colgate University
-0.00037218059086327373,art,Bucknell University
-2.9693936558551834e-05,art,Franklin and Marshall College
-0.0003896985017893053,art,"University of Wisconsin, Oshkosh"
0.0001999997620763532,art,Marygrove College
-0.0007129890296117923,art,Indiana University of Pennsylvania
-8.052574969421092e-06,art,University of the South
-9.232380691739964e-05,art,Calvin College
-6.855100839010681e-05,art,Clemson University
0.00018246192084390915,art,Rider University
0.00018186750112049376,art,CSU Sonoma
-1.0128620547416999e-05,art,Georgia College
2.5909225767372058e-05,art,University of Missouri-Kansas City
0.00017943853405850293,art,Reed College
-0.00016880336587645286,art,Wake Forest University
0.001033156584349346,art,Southeastern Louisiana University
5.187950567819206e-05,art,Montgomery College
0.0001074508618400473,art,Wright State University
-0.00020476164257468357,art,Drexel University
-0.0005904056507050818,art,Towson University
-5.81637621054991e-05,art,Anne Arundel Community College
0.0002322206492168421,art,Vanderbilt University
-0.00038496170525036214,art,University of North Carolina Asheville
0.00014546924550245329,art,Michigan Technological University
-0.00011358490239123348,art,Williams College
0.0003469641836917075,art,University of Texas Dallas
0.00016099104423760474,art,Central Washington University
4.6850285879713715e-05,art,Clark University
-4.7509849954070583e-07,art,University of Tennessee at Chattanooga
9.45209783065618e-05,art,California Lutheran University
0.0003762789195627245,art,Mt. Holyoke College
-1.6400156964030053e-05,art,SUNY at Albany
-6.373706661034286e-05,art,University of Maine
-4.606515514046568e-05,art,Willamette University
0.00031899944348003355,art,Marist College
0.00016448274579259093,art,Appalachian State University
6.925755999948173e-05,art,Eckerd College
4.1995576095839856e-05,art,Mt. San Antonio College
8.371272787321576e-05,art,Buena Vista University
-0.0001071588220824902,art,"Pittsburg State University, Kansas"
-8.578768800049384e-05,art,Framingham State University
0.00020476178994411002,art,Augsburg University
-1.1353391927936643e-05,art,Cleveland State University
4.997245109977198e-05,art,CSU San Marcos
0.0005299170997558031,art,CSU East Bay
0.00017738278780033405,art,CSU Los Angeles
5.19209500528344e-07,art,New Mexico State University
0.00013144511702510624,art,Providence College
0.00018450409417491179,art,Grossmont Community College
0.00011037816660746581,art,West Chester University
0.0005188519309219168,art,Howard University
0.0001980901003794055,art,Lewis and Clark College
6.773434508736329e-05,art,Union College
0.00028922922467592544,art,Southern Utah University
0.0001373888919862848,art,Xavier University
-0.0010699451701583543,art,"California State Polytechnic University, Humboldt"
0.0002237775987636895,art,Eastern Michigan University
-4.104732848648848e-05,art,Lewis University
-4.40778873934611e-05,art,CUNY College of Staten Island
-9.693960350916517e-06,art,Morehouse College
0.00073409386167984,art,Sacred Heart University
0.0004534356629840837,art,Orange Coast College
7.998929845990253e-05,art,Florida Southern College
-0.00014852991155597946,art,Chapman University
-2.051100278963063e-05,art,University of Missouri
-4.234209145763942e-05,art,"University of Wisconsin, La Crosse"
-7.74888596360997e-06,art,CUNY Queens College
6.773434508736329e-05,art,Washington University St. Louis
6.6377263080805115e-06,art,University of the Pacific
-9.501969990814117e-07,art,Gettysburg College
-3.392886122820781e-05,art,Harvey Mudd College
0.00013869364812988378,art,Old Dominion University
0.0001999997620763532,art,University of Nevada Las Vegas
-1.461555321073049e-05,art,Rhode Island College
-3.877584140366607e-05,art,Purdue University Northwest
0.00015161585449258811,art,Colby College
-1.2102118477676543e-05,weather,Emory University
-4.3048306990991423e-05,weather,University of Georgia
-2.3091885441621373e-05,weather,University of Hawaii Manoa
9.005333723472874e-07,weather,Suffolk University
-4.6174279141192456e-05,weather,University of Utah
-0.00011010595053219805,weather,Pennsylvania State University
0.0003169188066361804,weather,University of Notre Dame
0.00045031812794652377,weather,University of California Santa Cruz
-3.951547590101883e-05,weather,East Carolina University
-3.85967912646115e-05,weather,"University of Nebraska, Lincoln"
-3.904633002653842e-05,weather,Georgetown University
-1.7020327162332232e-05,weather,Texas Christian University
0.007805330123624522,weather,Eastern Illinois University
-2.337254827830257e-05,weather,New York University
-2.7732973402400772e-05,weather,SUNY Stony Brook
4.979518719547521e-05,weather,Westfield State University
4.476748134045774e-05,weather,University of Chicago
0.00011608762271178206,weather,University of Illinois Urbana Champaign
6.684510108807835e-05,weather,Florida Gulf Coast University
-5.162734360512546e-05,weather,"University of Wisconsin, Madison"
-4.730873610269231e-05,weather,Northern Illinois University
-1.461285269820816e-05,weather,University of Texas San Antonio
-2.0178074233159505e-05,weather,Marquette University
5.469017605402721e-05,weather,University of California Davis
-3.6566760640318934e-06,weather,Purdue University
0.00042618495411675747,weather,University of Rochester
-1.824258159602929e-05,weather,Boston College
0.00038320208408782434,weather,DePaul University
-1.694653696845041e-05,weather,San Diego State University
8.152881376655398e-05,weather,Oklahoma State University
-2.5187814990639338e-05,weather,Louisiana College
0.00017952412883121672,weather,Washington State University
-1.6863732670333567e-05,weather,Virginia Commonwealth University
-1.4031841956206482e-05,weather,West Virginia University
-8.246091132037633e-05,weather,University of Washington
-2.5646059378472437e-05,weather,University of Oklahoma
0.000193653888898534,weather,University of Minnesota Twin Cities
-2.01581238733292e-05,weather,Stanford University
-2.0568699259652857e-05,weather,"University of Tennessee, Knoxville"
-3.148646548615145e-05,weather,CSU Sacramento
0.00020052748443107263,weather,University of Texas Austin
-5.711801115898321e-05,weather,University of Massachusetts Amherst
0.00012093886741538388,weather,Eastern Washington University
-6.187154285198116e-05,weather,University of Pittsburgh
-0.00011216237264555347,weather,University of Michigan
-1.1639593680139613e-05,weather,Ithaca College
-3.020744348398397e-05,weather,University of Connecticut
-3.408979581956548e-05,weather,University of Iowa
8.951543533865178e-05,weather,DePauw University
-3.156405278132356e-05,weather,CSU Fullerton
1.2562444381715403e-05,weather,Muhlenberg College
-1.2698529006644268e-06,weather,Florida Atlantic University
2.7968266836498583e-05,weather,Regis University
2.066820613090966e-05,weather,New Jersey Institute of Technology
1.5777958497074043e-05,weather,Gannon University
-2.1068464575159594e-07,weather,Simpson College
2.7968266836498583e-05,weather,Ohio University
4.9427718065028166e-05,weather,University of North Alabama
-4.6927877056268204e-06,weather,University of North Carolina Charlotte
8.360189897132504e-05,weather,University of Oregon
8.5755941609456e-06,weather,Trinity University
-1.8451030576554645e-05,weather,University of Alabama
2.5891288558985784e-06,weather,Grand Valley State University
9.434953847904057e-05,weather,Mississippi State University
7.942936531309983e-06,weather,"University of Nebraska, Omaha"
4.1383648169344284e-06,weather,University of Cincinnati
-1.058746563520182e-05,weather,Southern Methodist University
1.2283169990381096e-06,weather,Keene State College
-1.5809781418365473e-05,weather,Oberlin College
-1.7816516315856758e-05,weather,North Carolina State University
-1.7093877387680207e-05,weather,Portland State University
4.6712902501338795e-05,weather,Allegheny College
-7.215028053919646e-06,weather,Georgia State University
0.00029999327615942614,weather,Bradley University
-2.546700377664074e-05,weather,Swarthmore College
3.666316930394406e-06,weather,Long Island University
-2.111926445068655e-05,weather,Santa Rosa Junior College
4.6712902501338795e-05,weather,Carleton College
6.192689687681405e-06,weather,Linfield University
3.155591699414809e-05,weather,Bucknell University
3.001196681402772e-05,weather,"University of Wisconsin, Oshkosh"
-2.9470873198366472e-05,weather,Indiana University of Pennsylvania
0.00013718355887316013,weather,Rider University
1.80743499294562e-05,weather,Southeastern Louisiana University
0.00020205294866671643,weather,Wright State University
6.898024492506692e-05,weather,Drexel University
2.146238692196127e-05,weather,Towson University
7.484469243714491e-05,weather,University of North Carolina Asheville
1.5158284820003745e-05,weather,Williams College
7.244817732619198e-06,weather,Central Washington University
0.00030284624003414204,weather,SUNY at Albany
4.133641226181932e-05,weather,University of Maine
1.4854700740194825e-05,weather,Marist College
6.549475159547347e-05,weather,Eckerd College
1.3967658642554676e-05,weather,CSU East Bay
2.2707124135022802e-05,weather,Grossmont Community College
-2.1068464575159594e-07,weather,West Chester University
2.6916138791560792e-05,weather,Howard University
1.4854700740194825e-05,weather,Southern Utah University
3.97016571232884e-05,weather,Washington University St. Louis
-0.00018404627892465444,food,"California Polytechnic State University, SLO"
0.0002620379045271883,food,Emory University
-0.00018158214753274384,food,University of Georgia
0.0001557178475799309,food,University of Hawaii Manoa
-2.4851210636454286e-05,food,Suffolk University
-3.250847391033569e-05,food,University of Utah
-0.000395276253040866,food,Pennsylvania State University
-0.00017248727080160258,food,University of Notre Dame
0.0032607620483091214,food,University of California Santa Cruz
-2.9989315601399814e-06,food,Creighton University
-0.00012023304893499181,food,East Carolina University
0.0007218527738317509,food,"University of Nebraska, Lincoln"
-5.384064496035588e-05,food,University of North Florida
-0.00010317299420009341,food,Georgetown University
-5.419077420669565e-05,food,Texas Christian University
-0.00016765690044258057,food,Eastern Illinois University
0.00078120965215375,food,University of Massachusetts Boston
-9.489490779845165e-05,food,Oregon State University
-8.12168564247929e-05,food,Santa Clara University
0.0005348877618560333,food,New York University
-5.348471741120235e-05,food,SUNY Stony Brook
-0.00010984307773613152,food,University of Chicago
0.0005755142152826189,food,University of Illinois Urbana Champaign
7.249666515850703e-05,food,Biola University
0.00011154397750529127,food,Augustana College
-5.114360561353722e-05,food,University of California Irvine
1.5341613070475213e-05,food,Florida Gulf Coast University
-0.00020489477221130828,food,"University of Wisconsin, Madison"
-7.522499276655262e-05,food,Northern Illinois University
0.0002705094495602414,food,University of Texas San Antonio
-4.592981824196107e-05,food,Marquette University
9.848200860882647e-05,food,University of Miami
9.847802205539057e-05,food,University of Texas Arlington
0.0003531996832585982,food,University of California Davis
0.00019860063627229814,food,SUNY Oneonta
-6.288321239327333e-05,food,Purdue University
-6.476909790393123e-05,food,University of Rochester
3.804018064146721e-05,food,St. Louis University
0.0008906784468584865,food,Boston College
-6.090195319890379e-05,food,DePaul University
-5.355397378247522e-05,food,San Diego State University
-8.48762054500692e-05,food,Oklahoma State University
-2.4359447038882923e-05,food,CSU Fresno
-8.128404051439632e-05,food,University of California Santa Barbara
0.0001297605066315827,food,St. Edward's University
0.0007590316039101856,food,University of New Hampshire
-8.370653360329003e-05,food,Louisiana College
-0.00011409112091823716,food,Washington State University
-6.83672206879367e-05,food,Virginia Commonwealth University
-7.585414003387322e-05,food,Columbia College Chicago
-2.3857202698173735e-05,food,University of Southern Indiana
8.919294121061186e-05,food,West Virginia University
1.6843412301905796e-06,food,John Carroll University
-0.00022887133196485433,food,University of Washington
-4.8529517983427935e-05,food,University of Kansas
-2.0945348971127913e-07,food,University of Oklahoma
-0.00019262227123348965,food,University of Minnesota Twin Cities
-0.00012872254970520234,food,Stanford University
-3.0989593762884466e-05,food,Occidental College
7.457067851095959e-05,food,"University of Tennessee, Knoxville"
-0.00013058404641879,food,James Madison University
-0.0001041903816164383,food,CSU Sacramento
-2.1344918529519342e-05,food,Florida International University
2.675242418633847e-05,food,University of Texas Austin
-0.0001258642183519591,food,University of Massachusetts Amherst
1.4380417955490199e-05,food,University of California San Diego
2.197297914279839e-05,food,Seattle University
-1.1315799564024559e-05,food,CSU Chico
0.00016175270890265406,food,Capital University
-0.0001545194117029474,food,University of Pittsburgh
0.0004809663588451965,food,University of Michigan
5.412695842158117e-05,food,Fullerton College
-5.079411602657707e-06,food,Montana State University Bozeman
4.633074943209868e-05,food,Ithaca College
-1.899448048629067e-05,food,University of Connecticut
-8.832971152116214e-05,food,University of Iowa
0.0002604032173845833,food,DePauw University
-0.00010384971461821268,food,CSU Fullerton
-2.268982568336004e-05,food,Florida Atlantic University
8.119043763237178e-05,food,Regis University
-4.116954552263971e-05,food,Texas A & M University
5.730036217954744e-05,food,Quinnipiac University
-2.1575465827017235e-05,food,Macalester College
-2.0571489173534375e-05,food,Simpson College
0.0004671939203449575,food,Ohio University
5.855519636599396e-05,food,University of North Alabama
-3.8078215747377615e-05,food,Claremont Colleges - Claremont McKenna
-1.2915154763099574e-05,food,Moorpark College
-1.9411851266670945e-05,food,Northeastern University
-1.532115617406542e-05,food,Marshall University
-0.0001296571283453926,food,University of Oregon
3.635345684574285e-06,food,University of California Riverside
5.30575033135723e-05,food,Emerson College
0.0012559418582651306,food,University of Alabama
-2.3162615152902995e-05,food,Grand Valley State University
-5.521057083374569e-05,food,Mississippi State University
-1.9763731504105424e-05,food,Drake University
0.00016258881459165592,food,Simmons University
9.690409319340873e-05,food,University of Montana
-2.9789104072160766e-05,food,Grinnell College
0.00023623307123344303,food,Amherst College
-7.368021424804337e-06,food,"University of Nebraska, Omaha"
0.0001271757157133101,food,University of Cincinnati
5.369564574666323e-05,food,Southern Methodist University
9.705881199903288e-07,food,Keene State College
2.258365442403271e-06,food,College of William and Mary
0.0006303544040535132,food,Emporia State University
1.1643947827592176e-06,food,University of Hartford
0.0005238395176014056,food,Oberlin College
0.00010537493799061278,food,University of Mary Washington
0.00048370481965158,food,North Carolina State University
2.3588627628903583e-05,food,El Camino College
0.00030393721099080333,food,Virginia Polytechnic Institute
3.347544645500929e-05,food,Portland State University
0.0006032624210935846,food,Southern Illinois University Edwardsville
2.032493867152625e-05,food,Allegheny College
0.001252517574950866,food,Georgia State University
0.000431704276315992,food,CSU Stanislaus
2.2672315856721148e-05,food,Fordham University
-7.91153742070462e-05,food,Swarthmore College
3.3686824603811593e-06,food,Central Connecticut State University
8.284587914059221e-06,food,Long Island University
-6.607215622918363e-05,food,Santa Rosa Junior College
-4.7905855162643555e-06,food,Carleton College
8.420539425272599e-05,food,Linfield University
-1.9943366033725725e-05,food,Colgate University
-1.9947571023455056e-05,food,Bucknell University
3.7056266691630414e-05,food,Franklin and Marshall College
-2.1491521203575434e-05,food,"University of Wisconsin, Oshkosh"
-9.881865752052711e-05,food,Indiana University of Pennsylvania
6.936055628938325e-05,food,Calvin College
0.0005588709597297316,food,Clemson University
-3.0041101095641874e-05,food,CSU Sonoma
6.340030106911199e-06,food,Georgia College
0.00028566246387067316,food,Wake Forest University
8.13313414716708e-05,food,Southeastern Louisiana University
9.904597263151013e-05,food,Wright State University
-2.7605285416872846e-05,food,Drexel University
9.318947094543856e-05,food,Towson University
5.702898556058452e-06,food,Anne Arundel Community College
0.00017103666099075546,food,University of North Carolina Asheville
0.00014255781671944421,food,Michigan Technological University
1.0166449757976305e-05,food,Williams College
1.9020090320733607e-05,food,Central Washington University
-2.4357736346636796e-05,food,Mt. Holyoke College
1.2260203312247047e-05,food,University of Maine
1.3991263577870339e-05,food,Eckerd College
0.00011639060849274121,food,Framingham State University
-3.0446198737787744e-06,food,CSU San Marcos
0.00037213135612367937,food,Providence College
2.156375792407517e-05,food,West Chester University
-1.8290497118725283e-05,food,Lewis and Clark College
-1.0897043268606748e-05,food,Southern Utah University
0.0005761981905691289,food,"California State Polytechnic University, Humboldt"
-1.2762760082132344e-08,food,Orange Coast College
0.00021610273596917246,food,Florida Southern College
5.15591348881826e-05,food,Chapman University
3.687642674494478e-05,food,University of Missouri
5.929025551560499e-05,food,"University of Wisconsin, La Crosse"
4.389790076496171e-05,international relations,University of Hawaii Manoa
9.192620283793656e-06,international relations,Pennsylvania State University
3.207419752701995e-05,international relations,Georgetown University
5.126509323358848e-05,international relations,University of Massachusetts Boston
2.2039720312049008e-05,international relations,University of Illinois Urbana Champaign
1.431283670383779e-05,international relations,Northern Illinois University
0.00011077720102560533,international relations,University of California Davis
5.043561587795596e-05,international relations,University of Rochester
4.262081379653616e-05,international relations,University of Oklahoma
3.9096458757214284e-05,international relations,University of Texas Austin
5.9480933873418754e-05,international relations,Ithaca College
0.0001556663273773423,international relations,Claremont Colleges - Claremont McKenna
5.658976813736038e-05,international relations,Northeastern University
0.00018557044825208102,international relations,Drake University
7.251453521572316e-05,international relations,Mt. Holyoke College
7.858177444363467e-05,international relations,Lewis and Clark College
0.00018318919589718289,air pollution,Emory University
0.0003031237456278816,air pollution,Hofstra University
0.00011416852186498282,air pollution,University of Pittsburgh
8.972821745098383e-05,air pollution,University of Michigan
8.032536547667102e-06,homosexuality,Pennsylvania State University
3.1363652552820317e-05,homosexuality,"University of Nebraska, Lincoln"
0.0001315633871304958,homosexuality,University of Massachusetts Boston
3.689805025662855e-05,homosexuality,University of Chicago
0.00014028077003892957,homosexuality,University of California Irvine
3.855183270889013e-05,homosexuality,University of California Davis
0.0004318355124169237,homosexuality,University of California Santa Barbara
3.847397833128036e-05,homosexuality,CSU Sacramento
3.793637502108773e-05,homosexuality,University of Texas Austin
2.3347988323655255e-05,homosexuality,University of Pittsburgh
3.8396391036108255e-05,homosexuality,CSU Fullerton
